,ngram,PredNext,Freq
37466,just,seen,184
37480,just,start,182
37318,just,cause,181
37284,just,add,179
37528,just,watching,179
37425,just,of,174
37299,just,at,168
37337,just,dont,166
37392,just,last,166
37439,just,picked,163
37418,just,needed,161
37444,just,posted,152
37517,just,used,151
37290,just,announced,147
37373,just,having,138
37478,just,south,138
37443,just,playing,133
37420,just,no,128
37421,just,north,127
37430,just,opened,127
37354,just,from,126
37359,just,glad,124
37371,just,hate,121
37442,just,played,121
37370,just,happy,120
37451,just,recently,118
37326,just,cut,117
37348,just,five,109
37415,just,moved,109
37322,just,completed,105
37325,just,curious,104
37510,just,tweeted,98
37428,just,once,95
37349,just,follow,94
37293,just,are,93
37338,just,dropped,92
37521,just,walk,89
37464,just,seemed,88
37320,just,click,85
37452,just,released,84
37458,just,sat,84
37389,just,knew,83
37330,just,died,82
37334,just,doesn,59
37441,just,play,59
37379,just,hour,58
37398,just,listened,56
37301,just,barely,55
37340,just,enjoy,54
37507,just,turn,54
37532,just,will,54
37287,just,amazing,53
37324,just,couldn,53
37488,just,taking,53
37345,just,find,52
37455,just,returned,52
37485,just,stopped,52
37298,just,asking,51
37311,just,buy,51
37413,just,missed,51
37438,just,perfect,51
37369,just,happens,50
37381,just,imagine,50
37367,just,happen,35
37292,just,any,34
37469,just,set,31
37486,just,such,30
37499,just,throw,30
37289,just,and,29
37376,just,his,29
37378,just,hoping,28
37509,just,tweet,28
37303,just,became,27
37339,just,eat,27
37384,just,joined,27
37515,just,up,27
37344,just,figured,26
37366,just,hanging,26
37375,just,here,26
37407,just,maybe,26
37435,just,part,26
37467,just,send,26
37512,just,u,26
37514,just,until,26
37539,just,your,26
37308,just,booked,25
37310,just,broke,25
37317,just,cant,25
37454,just,remembered,25
37471,just,shut,25
37491,just,text,25
37544,just a,few,2125
37547,just a,little,1326
37549,just a,much,401
37542,just a,bit,347
37551,just a,the,341
37543,just a,couple,243
37548,just a,matter,211
37545,just a,good,189
37546,just a,it,108
37553,just a,well,97
37541,just a,bad,79
37540,just a,a,28
37550,just a,quick,28
37552,just a,we,28
37554,just a couple,of,87
37555,just a little,bit,229
37556,just a matter,of,207
37557,just a much,a,62
37560,just about,every,187
37563,just about,to,116
37562,just about,the,105
37561,just about,everything,53
37559,just about,anything,30
37558,just about,any,26
37564,just are,not,52
37565,just around,the,226
37566,just around the,corner,210
37567,just be,a,63
37572,just because,you,462
37569,just because,it,166
37570,just because,of,52
37571,just because,they,28
37568,just because,he,27
37573,just before,the,276
37574,just bought,a,25
37575,just can,not,1671
37576,just could,not,545
37578,just did,not,855
37577,just did,a,25
37580,just do,not,2783
37579,just do,it,207
37583,just do not,know,231
37581,just do not,get,88
37582,just do not,have,53
37584,just do not,want,50
37585,just doe,not,573
37586,just enough,to,104
37587,just feel,like,113
37588,just finished,a,496
37590,just finished,the,76
37589,just finished,my,56
37591,just finished a,mi,121
37592,just finished a mi,run,119
37595,just for,the,496
37596,just for,you,145
37593,just for,a,87
37594,just for,fun,26
37597,just found,out,786
37598,just go,to,299
37599,just going,to,1050
37600,just gon,na,449
37601,just got,a,960
37602,just got,back,636
37610,just got,to,448
37604,just got,home,429
37605,just got,my,399
37608,just got,ta,296
37603,just got,done,244
37609,just got,the,228
37606,just got,off,131
37607,just got,out,50
37611,just got back,from,408
37612,just got home,from,134
37613,just had,a,970
37615,just had,to,796
37614,just had,the,94
37616,just happened,to,83
37619,just have,to,2103
37617,just have,a,201
37618,just have,not,80
37620,just how,much,191
37621,just in,case,943
37623,just in,time,772
37622,just in,the,162
37624,just in case,you,53
37625,just in time,for,348
37626,just in time,to,31
37627,just is,not,225
37628,just kind,of,199
37629,just know,that,27
37630,just let,me,385
37631,just let me,know,198
37634,just like,the,784
37633,just like,that,244
37632,just like,a,217
37636,just like,you,184
37635,just like,to,122
37637,just listened,to,53
37638,just look,at,341
37639,just love,the,51
37642,just made,my,230
37641,just made,me,141
37640,just made,a,121
37643,just make,me,154
37644,just make,sure,132
37646,just me,or,290
37645,just me,and,31
37647,just met,you,25
37648,just might,be,25
37650,just need,to,1363
37649,just need,a,181
37651,just north,of,122
37652,just not,a,82
37653,just not,the,28
37655,just one,of,726
37654,just one,more,245
37657,just one of,those,84
37656,just one of,the,27
37658,just over,a,57
37659,just part,of,25
37660,just picked,up,78
37661,just realized,that,142
37662,just saw,a,785
37664,just saw,the,505
37665,just saw,this,143
37666,just saw,your,55
37663,just saw,that,25
37667,just say,that,197
37668,just sent,you,62
37669,just signed,up,82
37670,just so,you,193
37671,just south,of,110
37672,just starting,to,26
37673,just take,a,29
37674,just talking,about,26
37676,just the,right,468
37678,just the,way,362
37677,just the,same,79
37675,just the,beginning,25
37679,just thinking,about,198
37681,just to,get,377
37680,just to,be,319
37683,just to,see,305
37682,just to,make,197
37684,just told,me,313
37685,just too,much,78
37686,just tried,to,84
37687,just try,to,32
37688,just trying,to,1159
37689,just wa,not,205
37690,just waiting,for,210
37691,just wan,na,1126
37693,just want,to,2907
37692,just want,a,26
37694,just want,you,25
37695,just want to,be,174
37696,just want to,get,26
37697,just wanted,to,1758
37698,just wanted to,say,226
37699,just watched,the,91
37700,just went,to,52
37701,just when,you,52
37702,just will,not,25
37703,just woke,up,614
37705,justice,department,758
37704,justice,and,397
37709,justice,system,266
37706,justice,for,189
37710,justice,to,112
37707,justice,in,57
37708,justice,is,32
37711,justify,the,102
37712,justin,bieber,1617
37713,justin,is,28
37714,kansa,city,2550
37715,kanye,west,175
37716,katy,perry,311
37718,keen,to,148
37717,keen,on,26
37746,keep,the,5410
37731,keep,it,4486
37756,keep,up,3112
37760,keep,your,2170
37734,keep,me,1954
37759,keep,you,1927
37730,keep,in,1613
37719,keep,a,1568
37736,keep,my,1399
37748,keep,them,1380
37737,keep,on,1255
37721,keep,an,983
37726,keep,going,951
37755,keep,u,908
37747,keep,their,781
37725,keep,getting,712
37728,keep,him,709
37727,keep,her,658
37729,keep,his,649
37751,keep,this,574
37745,keep,that,534
37723,keep,doing,454
37753,keep,track,396
37754,keep,trying,387
37738,keep,our,315
37722,keep,coming,275
37758,keep,working,211
37749,keep,thing,209
37735,keep,moving,207
37742,keep,saying,189
37720,keep,all,181
37744,keep,telling,178
37750,keep,thinking,152
37733,keep,making,84
37741,keep,pushing,61
37739,keep,people,57
37724,keep,from,52
37732,keep,looking,51
37743,keep,talking,33
37757,keep,warm,26
37740,keep,playing,25
37752,keep,those,25
37761,keep an,eye,797
37762,keep an eye,on,275
37763,keep an eye,out,267
37764,keep an eye out,for,91
37765,keep in,mind,796
37766,keep in,touch,368
37767,keep in mind,that,216
37771,keep it,up,810
37768,keep it,going,54
37769,keep it,in,51
37770,keep it,simple,27
37772,keep me,from,28
37773,keep me,posted,28
37774,keep track,of,295
37775,keep up,the,1259
37776,keep up,with,1075
37777,keep up the,good,585
37778,keep up the,great,191
37779,keep up the good,work,521
37780,keep up the great,work,175
37781,keep up with,the,146
37783,keep you,posted,232
37782,keep you,from,26
37784,keep your,eye,148
37785,keep your,head,57
37786,keep your head,up,25
37792,keeping,the,1059
37789,keeping,it,538
37794,keeping,up,384
37787,keeping,a,265
37790,keeping,me,259
37791,keeping,my,207
37795,keeping,with,206
37788,keeping,an,28
37793,keeping,them,25
37796,keeping,your,25
37797,keeping up,with,237
37799,kelly,said,237
37798,kelly,and,25
37800,kent,state,161
37801,kentucky,derby,493
37812,kept,the,821
37807,kept,in,380
37809,kept,me,311
37808,kept,it,246
37802,kept,a,215
37811,kept,on,162
37806,kept,his,79
37805,kept,him,78
37814,kept,up,30
37810,kept,my,28
37803,kept,going,26
37813,kept,them,26
37804,kept,her,25
37815,kevin,durant,76
37822,key,to,2313
37816,key,and,305
37819,key,is,244
37818,key,in,208
37820,key,player,140
37817,key,for,91
37821,key,role,53
37823,key to,the,235
37824,keyboard,and,26
37825,keynote,speaker,52
37829,kick,off,1289
37827,kick,in,737
37828,kick,it,366
37832,kick,the,219
37830,kick,out,152
37826,kick,and,57
37831,kick,some,27
37833,kick in,the,56
37834,kick off,the,89
37836,kicked,off,291
37837,kicked,out,262
37835,kicked,in,168
37838,kicked out,of,110
37839,kicking,off,165
37842,kid,and,2577
37843,kid,are,1879
37870,kid,to,1750
37855,kid,in,1624
37874,kid,who,1281
37856,kid,is,709
37867,kid,that,664
37873,kid,were,624
37852,kid,have,578
37876,kid,with,535
37840,kid,a,524
37844,kid,at,512
37868,kid,the,505
37846,kid,can,501
37863,kid,on,495
37847,kid,do,408
37849,kid,from,390
37845,kid,but,380
37875,kid,will,361
37878,kid,you,300
37857,kid,it,246
37853,kid,he,199
37850,kid,get,188
37848,kid,for,186
37872,kid,we,183
37877,kid,would,156
37860,kid,love,143
37851,kid,had,127
37869,kid,they,110
37859,kid,like,106
37871,kid,wa,97
37864,kid,or,87
37866,kid,so,85
37865,kid,out,81
37858,kid,just,59
37854,kid,i,56
37862,kid,of,56
37841,kid,all,55
37861,kid,my,25
37879,kid do,not,56
37880,kid in,the,299
37881,kidding,me,561
37887,kill,me,1013
37888,kill,the,810
37890,kill,you,618
37882,kill,a,425
37886,kill,it,328
37889,kill,them,150
37885,kill,him,140
37883,kill,and,117
37884,kill,her,112
37896,killed,in,1126
37893,killed,by,659
37897,killed,it,635
37899,killed,the,447
37891,killed,a,252
37892,killed,and,252
37898,killed,me,58
37894,killed,him,52
37895,killed,his,29
37900,killed in,a,155
37901,killed in,the,151
37904,killing,me,921
37905,killing,of,503
37903,killing,it,283
37906,killing,the,198
37902,killing,a,27
37908,kim,kardashian,177
37907,kim,jong,34
37911,kind,of,27328
37914,kind,word,795
37909,kind,and,465
37913,kind,to,350
37912,kind,that,67
37910,kind,enough,25
37915,kind of,a,1139
37918,kind of,like,717
37922,kind of,thing,637
37916,kind of,day,220
37920,kind of,person,121
37919,kind of,people,55
37921,kind of,stuff,55
37917,kind of,guy,25
37923,kind of,way,25
37924,kinda,like,250
37925,kindle,fire,119
37926,kindness,and,30
37931,king,of,1272
37927,king,and,733
37930,king,jr,398
37928,king,in,81
37932,king,said,45
37929,king,is,26
37933,king,the,26
37934,king of,the,187
37935,kingdom,of,361
37936,kiss,and,216
37937,kiss,me,165
37939,kiss,on,64
37938,kiss,my,59
37940,kit,and,28
37941,kitchen,and,879
37942,kitchen,is,154
37943,kitchen,table,90
37944,kitchen,to,56
37945,knack,for,80
37946,knee,and,539
37947,knee,injury,215
37948,knee,surgery,93
37959,knew,that,2349
37955,knew,it,1849
37966,knew,what,1132
37960,knew,the,1123
37953,knew,he,730
37954,knew,how,608
37964,knew,wa,585
37969,knew,you,553
37950,knew,about,431
37965,knew,we,377
37957,knew,she,331
37963,knew,this,288
37962,knew,they,253
37952,knew,had,223
37949,knew,a,188
37961,knew,there,159
37968,knew,would,117
37956,knew,of,94
37967,knew,who,27
37951,knew,exactly,25
37958,knew,something,25
37970,knew had,to,25
37971,knew he,wa,153
37972,knew how,to,165
37973,knew it,wa,751
37974,knew it,would,90
37975,knew what,wa,33
37976,knife,and,195
37979,knock,on,254
37980,knock,out,56
37978,knock,off,34
37977,knock,it,27
37983,knocked,out,319
37982,knocked,off,28
37981,knocked,down,25
37984,knocking,on,27
38068,know,what,18394
38054,know,that,15266
38015,know,how,11259
38021,know,it,9106
38055,know,the,8365
38077,know,you,7000
38017,know,if,6800
37986,know,about,3848
38073,know,who,3368
38070,know,where,3113
38069,know,when,2983
38074,know,why,2967
38016,know,i,2798
37985,know,a,2539
38066,know,we,2370
38062,know,this,2364
38011,know,he,2058
38060,know,they,1893
37989,know,and,1764
38038,know,of,1761
37997,know,but,1554
38078,know,your,1518
38020,know,is,1491
38032,know,my,1484
38029,know,me,1458
38058,know,there,1420
38047,know,she,1091
38044,know,right,1031
38006,know,for,915
37987,know,all,912
38010,know,have,861
38022,know,just,839
38005,know,exactly,782
38030,know,more,779
38065,know,wa,741
37988,know,am,735
38019,know,in,733
38002,know,do,645
37999,know,can,642
38049,know,so,632
38012,know,her,588
38075,know,will,564
38023,know,know,563
37990,know,any,534
38026,know,love,529
38072,know,which,514
38051,know,someone,513
38050,know,some,510
38071,know,whether,509
38064,know,to,506
38013,know,him,500
37992,know,anything,484
37996,know,better,468
38014,know,his,426
38036,know,nothing,348
38056,know,their,343
38057,know,them,332
37991,know,anyone,326
38003,know,each,322
38035,know,not,314
38052,know,something,307
38004,know,everything,296
38040,know,one,293
38007,know,from,289
38043,know,people,282
38037,know,now,260
38025,know,lol,256
38018,know,im,237
38024,know,like,228
38031,know,much,210
38034,know,no,192
37994,know,at,189
38042,know,our,177
38041,know,or,172
38028,know,maybe,154
37995,know,because,151
37998,know,by,146
38053,know,thanks,122
38059,know,these,120
38076,know,would,120
38009,know,had,119
38027,know,many,119
38063,know,those,94
38001,know,did,89
37993,know,are,85
38048,know,should,53
38033,know,need,50
38045,know,rt,32
38039,know,on,27
38046,know,said,27
38061,know,think,27
38000,know,could,25
38008,know,got,25
38067,know,well,25
38079,know a,lot,272
38080,know a lot,of,86
38082,know about,the,630
38083,know about,you,255
38081,know about,it,149
38084,know about you,but,112
38085,know all,the,59
38086,know anything,about,220
38087,know better,than,26
38088,know can,not,59
38089,know do,not,277
38090,know each,other,265
38091,know exactly,what,295
38092,know for,sure,208
38093,know he,is,473
38102,know how,to,4050
38098,know how,much,778
38095,know how,it,692
38104,know how,you,369
38097,know how,many,357
38100,know how,the,123
38096,know how,long,57
38103,know how,we,54
38099,know how,that,53
38094,know how,feel,25
38101,know how,they,25
38105,know how to,do,117
38106,know how to,make,109
38107,know how to,use,58
38108,know i,am,1993
38109,know i,have,247
38110,know i,will,181
38112,know i am,not,120
38111,know i am,a,25
38122,know if,you,2038
38116,know if,it,476
38121,know if,we,258
38119,know if,there,153
38118,know if,the,126
38120,know if,they,114
38115,know if,i,53
38117,know if,that,53
38114,know if,he,51
38113,know if,can,31
38123,know if it,is,50
38124,know if there,is,27
38126,know if you,have,217
38127,know if you,need,152
38125,know if you,are,114
38128,know in,the,58
38129,know is,that,273
38130,know it,is,2709
38131,know it,wa,525
38132,know it,will,198
38133,know it is,a,170
38134,know it is,not,84
38135,know more,about,209
38136,know much,about,29
38137,know nothing,about,89
38139,know of,any,243
38138,know of,a,149
38140,know she,is,120
38141,know someone,who,25
38151,know that,the,1009
38158,know that,you,886
38147,know that,is,590
38148,know that,it,516
38156,know that,we,430
38152,know that,there,265
38153,know that,they,251
38144,know that,he,243
38154,know that,this,186
38142,know that,a,116
38146,know that,if,96
38145,know that,i,95
38143,know that,am,89
38150,know that,she,55
38149,know that,my,32
38155,know that,wa,26
38157,know that,when,25
38159,know that i,am,26
38160,know that it,is,145
38161,know that you,are,62
38162,know the,answer,154
38164,know the,feeling,51
38163,know the,difference,29
38166,know there,is,513
38165,know there,are,249
38167,know they,are,450
38168,know this,is,454
38169,know we,are,485
38170,know we,have,196
38187,know what,you,2055
38183,know what,to,1823
38176,know what,is,1406
38177,know what,it,1155
38181,know what,the,914
38182,know what,they,814
38175,know what,i,586
38180,know what,that,561
38174,know what,he,335
38178,know what,mean,327
38185,know what,we,278
38171,know what,a,209
38173,know what,happened,163
38184,know what,wa,131
38186,know what,would,58
38179,know what,she,28
38172,know what,else,26
38188,know what he,is,25
38189,know what i,am,370
38190,know what is,going,140
38191,know what is going,on,52
38192,know what it,is,566
38193,know what that,mean,180
38194,know what they,are,133
38195,know what to,do,897
38197,know what to,say,118
38196,know what to,expect,61
38198,know what to do,with,153
38201,know what you,think,559
38199,know what you,are,309
38200,know what you,mean,25
38205,know when,you,700
38204,know when,to,59
38202,know when,it,31
38203,know when,the,25
38206,know when you,are,25
38209,know where,to,562
38210,know where,you,156
38208,know where,the,55
38207,know where,it,27
38212,know who,you,325
38211,know who,is,224
38213,know who you,are,226
38214,know why,but,30
38215,know why,the,25
38216,know you,are,1559
38219,know you,have,420
38217,know you,can,329
38222,know you,will,290
38221,know you,were,114
38220,know you,want,28
38218,know you,do,27
38225,knowing,that,1528
38227,knowing,what,516
38226,knowing,the,327
38223,knowing,how,224
38228,knowing,you,158
38224,knowing,it,91
38231,knowledge,of,1489
38229,knowledge,and,655
38232,knowledge,that,291
38230,knowledge,is,233
38233,knowledge,to,53
38234,knowledge of,the,445
38235,known,a,5429
38239,known,for,2474
38243,known,to,1339
38241,known,that,310
38240,known,in,242
38237,known,and,204
38242,known,the,122
38236,known,about,115
38238,known,by,25
38245,known a,the,1640
38244,known a,a,301
38247,known for,it,359
38246,known for,his,238
38248,kobe,bryant,197
38249,kool,aid,58
38250,korea,and,25
38251,kudos,to,389
38252,kung,fu,26
38257,la,vega,2518
38255,la,la,590
38256,la,russa,330
38254,la,jolla,148
38253,la,and,80
38258,la la,la,173
38259,la la la,la,28
38260,label,and,134
38261,labeled,a,55
38263,labor,day,651
38262,labor,and,241
38264,labor,department,196
38265,labor,market,26
38266,labour,party,25
38267,laced,with,25
38269,lack,of,6547
38270,lack,the,362
38268,lack,a,26
38271,lack of,a,195
38272,lacking,in,190
38274,lady,and,863
38276,lady,gaga,721
38277,lady,in,474
38281,lady,who,390
38279,lady,of,362
38275,lady,at,176
38280,lady,that,78
38278,lady,is,59
38283,lady,you,29
38273,lady,a,28
38282,lady,with,26
38284,lady and,gentleman,204
38287,laid,off,697
38288,laid,out,602
38285,laid,back,370
38286,laid,down,108
38294,lake,oswego,498
38289,lake,and,475
38292,lake,erie,299
38290,lake,city,178
38291,lake,county,161
38293,lake,in,66
38295,lake,the,52
38296,lamarcus,aldridge,150
38297,lamb,and,26
38298,lamichael,james,29
38304,land,of,935
38300,land,and,715
38302,land,in,604
38299,land,a,244
38305,land,on,228
38307,land,the,188
38308,land,to,139
38301,land,for,119
38309,land,use,103
38306,land,that,85
38303,land,is,27
38310,land of,the,50
38311,landed,in,421
38312,landed,on,224
38313,landscape,and,25
38314,lane,and,270
38316,lane,of,156
38315,lane,in,89
38317,language,and,863
38321,language,of,399
38320,language,is,208
38319,language,in,191
38322,language,that,152
38324,language,to,51
38323,language,the,27
38318,language,art,25
38325,lap,and,30
38326,laptop,and,222
38332,large,number,678
38328,large,and,585
38329,large,bowl,544
38333,large,part,457
38335,large,scale,408
38327,large,amount,238
38331,large,group,157
38330,large,enough,132
38334,large,pot,35
38336,large,skillet,31
38337,large amount,of,208
38338,large number,of,458
38339,large part,of,27
38340,largely,because,54
38341,larger,than,688
38342,largest,city,141
38343,largest,in,25
38410,last,year,22227
38375,last,night,16790
38406,last,week,13790
38373,last,month,5726
38400,last,time,4006
38386,last,season,3509
38352,last,day,2967
38371,last,minute,2196
38357,last,few,2188
38404,last,two,2113
38394,last,summer,1659
38407,last,weekend,1458
38356,last,fall,1117
38403,last,tweet,1040
38380,last,one,1017
38398,last,three,1005
38351,last,couple,889
38397,last,thing,860
38374,last,name,850
38379,last,of,825
38382,last,post,717
38363,last,game,656
38362,last,friday,600
38361,last,four,511
38358,last,five,478
38393,last,spring,473
38353,last,decade,460
38385,last,saturday,399
38344,last,a,380
38350,last,chance,361
38348,last,but,310
38399,last,thursday,297
38392,last,six,291
38359,last,for,288
38364,last,hour,267
38395,last,sunday,264
38376,last,nite,256
38365,last,in,248
38409,last,word,234
38360,last,forever,194
38377,last,november,194
38368,last,long,183
38345,last,and,181
38396,last,the,161
38388,last,seen,152
38390,last,several,151
38370,last,may,144
38347,last,august,94
38405,last,wednesday,86
38381,last,place,85
38366,last,july,84
38346,last,april,82
38369,last,longer,81
38401,last,to,65
38378,last,october,57
38383,last,quarter,56
38372,last,monday,55
38389,last,september,54
38391,last,show,52
38367,last,june,50
38411,last,yr,32
38408,last,winter,30
38354,last,december,29
38387,last,second,29
38349,last,call,28
38355,last,eight,27
38384,last,resort,27
38402,last,tuesday,25
38412,last but,not,89
38413,last but not,least,84
38414,last chance,to,140
38415,last couple,of,635
38416,last couple of,year,25
38418,last day,of,1210
38419,last day,to,145
38417,last day,in,26
38420,last day of,the,25
38424,last few,year,461
38421,last few,day,355
38423,last few,week,265
38422,last few,month,116
38425,last five,year,25
38426,last four,year,28
38430,last month,the,396
38429,last month,that,172
38427,last month,and,119
38428,last month,in,25
38432,last night,and,942
38442,last night,wa,841
38433,last night,at,558
38437,last night,it,331
38443,last night,we,234
38440,last night,the,213
38436,last night,in,210
38434,last night,but,185
38444,last night,with,136
38439,last night,that,127
38431,last night,a,106
38438,last night,so,28
38435,last night,i,27
38441,last night,to,27
38445,last of,the,257
38446,last season,and,166
38447,last three,year,203
38451,last time,you,180
38450,last time,we,143
38448,last time,the,117
38449,last time,wa,26
38453,last two,year,390
38452,last two,week,80
38456,last week,and,736
38466,last week,the,657
38465,last week,that,555
38461,last week,in,320
38463,last week,of,221
38454,last week,a,202
38468,last week,wa,200
38467,last week,to,188
38470,last week,when,163
38462,last week,it,132
38458,last week,but,108
38469,last week,we,107
38460,last week,he,82
38457,last week,at,64
38471,last week,with,51
38455,last week,after,25
38459,last week,for,25
38464,last week,on,25
38475,last year,and,1477
38485,last year,the,1311
38481,last year,in,611
38487,last year,to,526
38488,last year,wa,468
38477,last year,but,449
38472,last year,a,442
38490,last year,when,429
38484,last year,that,354
38482,last year,it,352
38480,last year,he,311
38489,last year,we,247
38491,last year,with,208
38476,last year,at,160
38483,last year,of,155
38479,last year,for,133
38474,last year,after,53
38473,last year,according,27
38486,last year,they,26
38478,last year,by,25
38492,last year according,to,27
38505,late,night,1693
38501,late,in,1420
38511,late,to,1411
38495,late,and,1053
38499,late,for,778
38502,late,last,764
38498,late,but,553
38508,late,the,254
38497,late,at,253
38493,late,a,213
38506,late,on,162
38494,late,afternoon,127
38509,late,this,112
38500,late,friday,50
38504,late,monday,29
38503,late,march,28
38510,late,thursday,28
38496,late,april,27
38507,late,than,26
38512,late,tuesday,25
38513,late at,night,202
38514,late in,the,977
38515,late last,year,218
38516,late to,the,28
38517,lately,and,221
38520,lately,i,108
38518,lately,but,29
38519,lately,have,26
38521,lately,it,25
38531,later,in,1883
38540,later,this,1788
38538,later,the,1466
38533,later,on,1064
38524,later,and,968
38537,later,that,968
38529,later,he,824
38522,later,a,609
38542,later,today,602
38546,later,when,505
38545,later,we,393
38532,later,it,351
38536,later,than,289
38541,later,to,264
38535,later,she,243
38526,later,but,233
38547,later,with,168
38539,later,they,149
38544,later,wa,127
38523,later,after,90
38525,later,at,86
38543,later,tonight,52
38548,later,you,29
38530,later,i,28
38534,later,said,28
38527,later,date,26
38528,later,found,25
38549,later in,the,1146
38550,later in the,day,116
38553,later this,year,571
38552,later this,week,253
38551,later this,month,250
38554,latest,in,212
38555,latin,america,298
38556,latin,american,148
38559,laugh,at,960
38558,laugh,and,704
38560,laugh,out,117
38557,laugh,a,79
38561,laugh,when,54
38562,laugh out,loud,54
38564,laughed,at,188
38563,laughed,and,162
38566,laughing,at,579
38565,laughing,and,152
38567,laughing,so,27
38568,laughter,and,92
38570,launch,of,429
38569,launch,a,391
38572,launch,the,85
38571,launch,party,28
38573,launched,a,563
38574,launched,in,192
38575,launched,the,181
38576,launching,a,138
38577,laundry,and,86
38578,laundry,room,26
38584,law,enforcement,2628
38580,law,and,2171
38598,law,that,1302
38592,law,of,1018
38585,law,firm,962
38589,law,in,938
38597,law,school,917
38590,law,is,878
38599,law,the,876
38600,law,to,775
38579,law,a,520
38582,law,but,227
38586,law,for,216
38601,law,wa,207
38602,law,which,196
38591,law,it,189
38595,law,professor,170
38593,law,on,155
38581,law,are,143
38587,law,ha,115
38604,law,would,112
38603,law,will,92
38583,law,by,91
38594,law,or,85
38588,law,he,77
38596,law,requires,54
38605,law and,order,26
38608,law enforcement,official,212
38607,law enforcement,officer,178
38606,law enforcement,agency,143
38609,law of,the,28
38610,lawmaker,to,66
38611,lawn,and,27
38612,lawsuit,against,263
38613,lawsuit,filed,198
38614,lawyer,and,451
38615,lawyer,for,390
38617,lawyer,who,207
38616,lawyer,said,132
38618,lay,down,614
38623,lay,out,309
38619,lay,in,290
38621,lay,off,184
38622,lay,on,135
38624,lay,the,55
38620,lay,it,27
38626,layer,of,1560
38625,layer,and,110
38628,laying,in,252
38627,laying,down,169
38629,laying,on,146
38630,laying,out,30
38631,laying in,bed,113
38633,lazy,to,246
38632,lazy,and,81
38634,lb,of,63
38646,le,than,8867
38644,le,of,589
38637,le,and,548
38642,le,likely,545
38636,le,about,289
38648,le,time,223
38638,le,expensive,215
38649,le,to,180
38635,le,a,139
38647,le,the,139
38643,le,money,122
38641,le,is,86
38640,le,in,77
38645,le,on,27
38639,le,for,26
38650,le likely,to,278
38651,le of,a,174
38652,le than,a,1522
38658,le than,the,389
38659,le than,two,382
38655,le than,hour,268
38657,le than,percent,220
38653,le than,an,110
38654,le than,half,90
38656,le than,minute,84
38661,le than a,week,122
38662,le than a,year,87
38660,le than a,month,25
38663,le than an,hour,25
38664,le than percent,of,27
38677,lead,to,4929
38676,lead,the,2035
38670,lead,in,1209
38665,lead,a,658
38666,lead,and,522
38679,lead,with,454
38671,lead,me,404
38673,lead,on,229
38678,lead,u,220
38680,lead,you,199
38668,lead,by,175
38674,lead,over,166
38675,lead,singer,115
38667,lead,at,80
38669,lead,for,30
38672,lead,of,29
38681,lead in,the,622
38682,lead me,to,183
38683,lead to,a,667
38684,lead to,the,507
38685,lead u,to,26
38694,leader,of,1527
38692,leader,in,1209
38686,leader,and,968
38697,leader,who,472
38696,leader,to,407
38687,leader,are,301
38691,leader,have,195
38695,leader,the,86
38689,leader,for,85
38693,leader,is,83
38690,leader,from,54
38688,leader,at,25
38698,leader in,the,177
38699,leader of,the,811
38700,leadership,and,266
38702,leadership,is,224
38701,leadership,in,172
38703,leadership,of,91
38707,leading,to,1177
38706,leading,the,1060
38708,leading,up,694
38705,leading,scorer,80
38704,leading,a,64
38709,leading to,the,200
38710,leading up,to,670
38711,leading up to,the,195
38713,leaf,and,684
38716,leaf,the,570
38712,leaf,a,241
38715,leaf,me,54
38714,leaf,are,29
38717,leaf,you,25
38718,league,and,558
38724,league,of,400
38719,league,baseball,389
38722,league,in,320
38721,league,game,241
38726,league,the,137
38727,league,with,90
38725,league,team,76
38723,league,is,50
38720,league,for,27
38728,lean,on,91
38729,leap,day,98
38730,leap,of,57
38741,learn,to,2192
38735,learn,how,1679
38734,learn,from,1444
38737,learn,more,1427
38732,learn,about,1424
38740,learn,the,929
38739,learn,that,774
38731,learn,a,717
38733,learn,and,436
38738,learn,something,265
38742,learn,what,194
38736,learn,it,34
38743,learn a,lot,29
38744,learn about,the,201
38745,learn how,to,1368
38746,learn more,about,855
38747,learn more about,the,83
38757,learned,that,1564
38759,learned,to,1072
38751,learned,from,866
38748,learned,a,850
38749,learned,about,671
38758,learned,the,512
38752,learned,how,423
38753,learned,in,192
38755,learned,of,148
38756,learned,so,53
38750,learned,and,26
38754,learned,it,26
38760,learned a,lot,323
38761,learned how,to,332
38762,learned that,the,27
38773,learning,to,965
38764,learning,about,763
38768,learning,how,578
38765,learning,and,503
38772,learning,the,367
38763,learning,a,211
38767,learning,from,186
38770,learning,more,165
38771,learning,that,139
38766,learning,experience,113
38769,learning,is,85
38774,learning about,the,27
38775,learning how,to,500
38776,learning more,about,30
38796,least,one,2395
38777,least,a,2077
38802,least,the,1156
38807,least,two,933
38789,least,it,910
38788,least,in,812
38782,least,for,680
38804,least,three,617
38811,least,you,614
38793,least,not,588
38801,least,that,552
38795,least,once,537
38809,least,we,509
38794,least,of,412
38800,least,some,364
38803,least,they,268
38785,least,he,258
38806,least,to,232
38784,least,have,194
38787,least,i,192
38790,least,million,181
38781,least,five,177
38791,least,minute,171
38810,least,year,165
38798,least,percent,162
38786,least,hour,110
38797,least,people,94
38799,least,six,83
38783,least,four,82
38778,least,an,52
38780,least,favorite,34
38792,least,my,27
38779,least,can,26
38805,least,time,26
38808,least,until,25
38812,least i,am,28
38813,least in,the,80
